pet_id,species,size_class,age,weight,heart_rate,temperature,spo2,activity_index,steps,activity_ratio_3day,hr_deviation_pct,temp_deviation_c,label,label_name
105,cat,n/a,4.76,5.56,181.0,41.61,98.2,1.035,18,0.29,16.64,1.61,3,anomaly
187,cat,n/a,6.89,5.97,237.9,39.09,95.2,1.047,4,0.44,48.21,-0.91,2,stressed
364,dog,medium,4.17,23.22,146.7,38.84,97.1,1.446,775,1.25,63.49,-0.66,1,active
426,dog,large,0.45,44.14,104.7,38.71,98.0,1.855,728,1.539,22.54,-0.79,1,active
287,dog,toy,0.55,3.42,154.7,38.61,96.8,2.065,483,1.428,13.69,-0.89,1,active
213,cat,n/a,0.62,2.71,199.8,38.66,89.7,1.0,46,0.513,30.22,-1.34,3,anomaly
370,dog,medium,16.25,21.4,67.3,38.53,96.8,1.068,24,0.955,-11.44,-0.67,0,resting
423,dog,large,2.81,37.87,52.1,38.38,97.8,1.008,9,0.993,-22.19,-1.12,0,resting
409,dog,toy,1.37,3.21,169.2,38.55,97.1,1.024,27,0.298,26.19,-0.95,2,stressed
365,cat,n/a,0.98,6.03,199.2,38.67,97.4,0.987,16,0.934,3.84,-1.33,0,resting
234,cat,n/a,18.0,3.5,234.9,40.43,94.9,1.038,28,0.504,48.31,0.73,3,anomaly
251,cat,n/a,4.73,2.16,228.9,39.03,98.6,1.077,10,0.211,38.3,-0.97,2,stressed
271,dog,medium,16.39,18.28,94.9,40.1,99.3,1.044,28,0.277,19.92,0.9,3,anomaly
50,dog,toy,9.87,2.27,122.9,38.97,99.3,2.024,416,2.135,-8.42,-0.53,1,active
397,dog,large,3.96,26.0,123.1,38.5,94.1,1.661,763,1.518,57.42,-1.0,1,active
380,cat,n/a,1.19,6.78,247.7,38.93,98.2,1.003,1,0.206,52.71,-1.07,2,stressed
335,cat,n/a,6.08,3.57,197.1,39.12,98.4,1.61,397,1.547,12.91,-0.88,1,active
56,cat,n/a,10.72,4.4,196.9,39.16,97.2,1.513,591,1.606,13.13,-0.54,1,active
428,dog,giant,13.55,79.21,69.2,38.33,99.2,1.02,20,0.994,-5.07,-0.87,0,resting
139,cat,n/a,7.11,4.54,236.5,39.25,95.0,1.058,14,0.221,50.36,-0.75,2,stressed
227,dog,medium,7.48,16.74,167.7,39.06,96.0,1.077,27,0.695,62.74,-0.44,2,stressed
133,cat,n/a,5.04,5.92,210.8,39.18,98.0,1.812,573,1.758,34.29,-0.82,1,active
152,dog,small,0.15,5.15,132.4,38.64,90.0,1.108,26,0.6,8.47,-0.86,3,anomaly
198,cat,n/a,5.18,6.37,252.4,38.63,96.1,0.989,33,0.164,57.76,-1.37,3,anomaly
37,cat,n/a,0.97,4.55,174.7,38.62,97.8,1.034,31,1.215,-1.43,-1.38,0,resting
34,dog,large,3.1,30.19,83.3,38.12,99.2,1.031,0,1.229,-7.48,-1.38,0,resting
380,cat,n/a,1.19,6.78,154.3,38.8,97.7,1.033,1,1.125,-4.88,-1.2,0,resting
330,dog,toy,0.75,4.18,125.7,40.82,96.9,1.015,29,0.198,-1.22,1.32,3,anomaly
454,dog,medium,1.45,10.03,119.3,38.55,89.6,0.996,39,0.682,21.77,-0.95,3,anomaly
146,dog,large,11.44,42.58,128.0,38.76,97.7,1.022,6,0.273,52.84,-0.44,2,stressed
178,cat,n/a,3.8,3.44,235.7,39.07,98.1,1.884,585,1.411,33.67,-0.93,1,active
405,dog,large,0.56,30.24,73.5,38.41,98.2,0.981,22,0.765,-6.57,-1.09,0,resting
320,dog,large,0.37,38.34,89.1,38.49,96.3,1.01,19,1.063,-2.57,-1.01,0,resting
145,dog,toy,1.87,2.35,124.6,38.36,96.9,0.985,23,1.104,-1.01,-1.14,0,resting
245,dog,giant,5.54,59.45,151.6,38.83,96.6,1.029,4,0.252,163.99,-0.67,2,stressed
317,cat,n/a,1.09,5.2,219.2,38.85,94.8,1.555,497,2.305,21.47,-1.15,1,active
13,cat,n/a,0.49,2.81,203.7,38.91,99.6,1.669,635,1.547,18.24,-1.09,1,active
384,dog,large,0.96,50.09,103.9,38.47,97.9,1.012,0,1.296,7.09,-1.03,0,resting
5,cat,n/a,3.39,3.2,240.1,38.98,95.2,1.007,0,0.369,51.93,-1.02,2,stressed
304,dog,medium,0.97,18.61,104.7,38.46,98.3,1.017,7,1.137,-2.48,-1.04,0,resting
157,dog,large,0.74,25.01,110.0,38.47,98.1,1.007,0,0.926,7.26,-1.03,0,resting
299,dog,large,4.0,40.93,102.1,39.18,98.2,1.888,722,1.669,25.49,-0.32,1,active
463,cat,n/a,0.42,3.84,187.0,38.87,97.7,1.023,43,0.992,-6.17,-1.13,0,resting
48,cat,n/a,1.48,3.29,240.7,39.11,88.5,1.034,27,0.372,17.6,-0.89,3,anomaly
159,cat,n/a,0.24,6.13,210.4,38.75,96.8,1.07,6,0.924,2.68,-1.25,0,resting
485,cat,n/a,8.81,4.22,192.0,38.59,88.7,1.067,30,0.593,10.34,-1.41,3,anomaly
463,cat,n/a,0.42,3.84,236.4,38.5,94.3,1.039,10,0.324,18.63,-1.5,2,stressed
292,dog,medium,10.48,17.56,85.4,38.65,97.1,0.988,40,1.089,0.81,-0.55,0,resting
398,dog,small,6.97,5.95,149.2,38.42,98.6,1.535,701,1.825,28.87,-1.08,1,active
477,cat,n/a,2.81,7.66,260.0,39.21,96.0,1.065,15,0.714,41.94,-0.79,3,anomaly
55,cat,n/a,7.26,6.89,180.9,38.99,97.3,0.987,8,1.039,3.96,-1.01,0,resting
476,dog,medium,7.58,15.1,158.5,38.47,96.0,1.042,14,0.065,77.34,-1.03,2,stressed
381,dog,giant,0.83,49.28,161.1,38.91,94.4,1.022,4,0.31,105.04,-0.59,2,stressed
405,dog,large,0.56,30.24,95.5,38.38,89.6,1.095,8,0.553,21.37,-1.12,3,anomaly
139,cat,n/a,7.11,4.54,260.0,38.87,97.7,1.01,45,0.454,65.32,-1.13,3,anomaly
113,cat,n/a,0.71,1.5,241.7,40.7,97.7,1.066,3,0.682,46.52,0.7,3,anomaly
144,cat,n/a,1.87,2.83,157.8,38.91,97.7,0.974,24,0.969,3.03,-1.09,0,resting
143,cat,n/a,1.79,5.38,163.5,38.88,96.9,1.071,20,0.925,-0.37,-1.12,0,resting
118,dog,large,3.29,36.55,88.7,39.08,97.6,1.395,728,1.874,35.64,-0.42,1,active
195,cat,n/a,0.38,7.33,236.3,39.05,97.6,1.011,2,0.131,27.48,-0.95,2,stressed
221,dog,giant,0.7,68.95,72.9,38.54,97.9,0.986,22,0.966,-11.54,-0.96,0,resting
498,cat,n/a,2.03,3.41,208.4,38.89,97.2,1.87,830,1.374,20.03,-1.11,1,active
381,dog,giant,0.83,49.28,108.8,38.68,97.1,1.775,301,1.101,38.47,-0.82,1,active
60,dog,large,16.11,42.46,64.0,38.62,96.8,1.037,26,0.836,1.91,-0.58,0,resting
352,cat,n/a,1.22,7.01,228.4,40.44,96.4,1.032,0,0.551,25.17,0.44,3,anomaly
299,dog,large,4.0,40.93,116.3,38.6,97.2,1.641,407,2.183,42.89,-0.9,1,active
79,dog,small,4.73,11.9,137.9,38.85,97.3,2.151,309,1.422,29.94,-0.65,1,active
343,cat,n/a,0.17,7.88,230.7,41.51,96.8,1.08,48,0.382,17.72,1.51,3,anomaly
398,dog,small,6.97,5.95,131.6,38.6,97.6,1.835,456,1.503,13.65,-0.9,1,active
350,dog,small,2.01,9.36,130.2,38.77,96.0,1.7,595,1.715,31.62,-0.73,1,active
175,dog,large,1.12,31.18,95.4,38.66,96.8,1.027,18,1.442,9.39,-0.84,0,resting
334,cat,n/a,1.42,4.96,176.9,38.82,97.8,1.028,33,1.09,1.49,-1.18,0,resting
399,dog,large,1.6,42.85,53.4,38.45,97.8,1.078,52,1.067,-10.64,-1.05,0,resting
316,dog,giant,10.59,69.96,64.0,38.44,97.5,1.082,30,1.405,7.06,-0.76,0,resting
442,dog,large,0.15,45.78,169.2,38.69,95.8,1.052,0,0.26,100.03,-0.81,2,stressed
123,cat,n/a,4.6,1.5,228.6,39.22,95.5,1.021,18,0.281,34.63,-0.78,2,stressed
391,cat,n/a,1.68,6.28,162.7,38.92,97.3,1.027,46,1.115,-0.27,-1.08,0,resting
305,cat,n/a,6.42,2.6,165.7,38.92,95.8,1.025,28,1.116,-0.94,-1.08,0,resting
151,cat,n/a,7.67,4.75,188.9,38.93,97.2,1.051,27,0.84,4.35,-1.07,0,resting
230,cat,n/a,1.89,4.72,171.6,38.61,97.3,0.997,24,0.852,-1.79,-1.39,0,resting
139,cat,n/a,7.11,4.54,156.8,38.97,99.4,1.044,20,1.096,-0.31,-1.03,0,resting
139,cat,n/a,7.11,4.54,159.9,38.77,97.7,1.03,18,0.949,1.65,-1.23,0,resting
30,dog,giant,8.1,69.41,69.0,38.55,96.4,1.05,14,1.048,-2.5,-0.95,0,resting
333,dog,small,6.82,9.56,129.1,38.87,97.6,1.4,196,1.536,28.28,-0.63,1,active
333,dog,small,6.82,9.56,136.6,38.56,97.9,1.262,566,1.261,35.74,-0.94,1,active
368,dog,small,1.49,6.11,118.5,38.53,99.1,0.964,39,0.902,14.85,-0.97,0,resting
206,dog,medium,1.0,13.62,126.4,38.66,88.7,0.996,51,0.479,28.62,-0.84,3,anomaly
441,cat,n/a,1.26,3.37,155.5,38.55,98.0,1.065,11,0.978,-0.59,-1.45,0,resting
405,dog,large,0.56,30.24,156.5,38.9,98.1,0.996,20,0.337,98.86,-0.6,2,stressed
163,cat,n/a,2.73,1.5,178.9,38.9,98.8,0.985,19,1.213,2.58,-1.1,0,resting
384,dog,large,0.96,50.09,96.1,38.61,95.3,1.037,30,0.661,-0.94,-0.89,0,resting
303,cat,n/a,1.9,3.98,149.9,38.72,96.5,0.961,49,1.073,-9.14,-1.28,0,resting
3,dog,medium,1.22,19.77,148.7,39.8,95.5,1.05,54,0.01,98.57,0.3,3,anomaly
39,dog,toy,3.46,3.97,119.0,38.66,97.8,0.991,26,0.935,0.53,-0.84,0,resting
384,dog,large,0.96,50.09,93.2,38.37,100.0,0.974,5,1.148,-3.93,-1.13,0,resting
139,cat,n/a,7.11,4.54,160.8,38.74,96.2,1.057,0,0.952,2.26,-1.26,0,resting
179,cat,n/a,3.44,3.86,216.7,39.04,97.6,1.522,388,1.539,24.49,-0.96,1,active
435,dog,toy,2.68,2.61,135.0,38.64,97.8,1.819,651,1.707,1.37,-0.86,1,active
264,cat,n/a,1.34,7.01,220.1,39.11,97.0,1.378,354,1.207,20.43,-0.89,1,active
376,dog,giant,0.83,73.19,146.1,40.29,97.9,0.985,50,0.182,68.69,0.79,3,anomaly
334,cat,n/a,1.42,4.96,222.4,40.63,95.3,1.099,15,0.29,27.61,0.63,3,anomaly
38,dog,medium,7.38,18.13,159.2,38.48,96.6,0.951,8,0.129,73.46,-1.02,2,stressed
70,dog,small,3.14,3.39,115.1,38.53,97.4,1.012,32,0.886,-5.07,-0.97,0,resting
10,cat,n/a,1.92,2.34,203.1,39.31,97.8,1.414,462,1.893,14.36,-0.69,1,active
389,cat,n/a,3.27,6.84,182.0,38.23,96.4,1.027,45,0.992,1.99,-1.77,0,resting
491,dog,toy,0.15,2.18,121.5,38.44,95.7,1.009,34,1.206,-4.76,-1.06,0,resting
69,cat,n/a,4.89,9.01,216.5,38.99,95.0,1.394,768,2.252,31.02,-1.01,1,active
92,cat,n/a,18.0,5.22,206.2,39.17,97.2,1.452,370,1.954,25.1,-0.53,1,active
142,dog,large,0.15,36.8,155.9,38.35,94.7,1.005,19,0.286,73.84,-1.15,2,stressed
118,dog,large,3.29,36.55,63.4,38.45,95.5,1.044,17,1.165,-3.0,-1.05,0,resting
73,cat,n/a,7.31,4.12,185.2,38.91,95.7,1.383,798,2.426,28.3,-1.09,1,active
63,cat,n/a,0.44,5.33,192.8,38.64,98.7,1.013,25,0.969,0.97,-1.36,0,resting
258,dog,small,0.93,9.82,120.1,38.43,99.0,1.047,36,0.865,3.94,-1.07,0,resting
429,cat,n/a,4.51,2.53,240.6,39.0,95.4,1.035,17,0.341,29.29,-1.0,2,stressed
318,dog,giant,0.43,59.53,107.7,39.13,95.7,1.403,851,1.371,39.5,-0.37,1,active
161,dog,giant,1.11,67.01,96.4,38.89,97.4,1.34,635,1.769,41.13,-0.61,1,active
183,dog,small,12.66,3.77,95.8,38.35,96.8,0.98,14,0.706,-5.88,-0.85,0,resting
392,dog,medium,0.42,22.07,187.6,38.57,97.0,0.99,15,0.749,82.97,-0.93,3,anomaly
195,cat,n/a,0.38,7.33,216.6,39.09,95.8,2.152,603,1.777,16.83,-0.91,1,active
311,cat,n/a,1.97,6.09,194.6,38.93,96.8,1.638,797,1.684,29.46,-1.07,1,active
464,dog,small,1.41,14.34,131.2,39.24,96.8,1.694,760,1.55,27.61,-0.26,1,active
381,dog,giant,0.83,49.28,81.4,38.45,97.7,1.012,14,1.121,3.56,-1.05,0,resting
129,dog,giant,2.26,74.98,62.8,38.6,97.2,1.055,23,1.105,-13.09,-0.9,0,resting
213,cat,n/a,0.62,2.71,225.1,38.86,97.7,1.065,0,0.317,46.75,-1.14,2,stressed
131,cat,n/a,0.15,1.5,219.0,39.38,98.9,1.479,714,1.346,22.43,-0.62,1,active
52,dog,giant,0.28,56.31,53.7,38.44,98.1,1.022,0,0.946,-19.37,-1.06,0,resting
255,cat,n/a,2.07,5.75,221.5,40.59,94.6,1.041,19,0.355,36.12,0.59,3,anomaly
298,dog,large,4.58,35.04,190.2,38.97,95.5,1.026,58,0.115,150.77,-0.53,3,anomaly
4,dog,small,7.14,5.85,145.2,38.23,96.6,1.687,821,1.551,47.45,-1.27,1,active
433,cat,n/a,5.96,4.53,185.6,39.21,97.5,1.032,34,1.068,3.64,-0.79,0,resting
439,dog,large,12.38,33.01,126.1,38.51,95.5,1.007,23,0.304,50.61,-0.69,2,stressed
34,dog,large,3.1,30.19,151.7,38.6,97.5,0.979,13,0.362,68.37,-0.9,2,stressed
443,dog,small,10.97,8.37,86.1,38.85,97.0,2.132,878,1.315,-15.16,-0.35,1,active
215,cat,n/a,0.63,5.07,225.0,39.23,97.3,1.649,519,1.621,24.41,-0.77,1,active
393,dog,large,0.19,41.78,123.9,39.0,96.8,1.833,464,1.208,33.27,-0.5,1,active
288,dog,large,0.15,37.92,102.5,38.66,98.4,1.216,630,1.399,32.01,-0.84,1,active
375,cat,n/a,11.33,2.72,165.4,38.6,97.7,1.027,41,0.952,-1.22,-1.1,0,resting
462,dog,small,3.1,8.69,103.9,40.5,94.5,1.013,36,0.721,-4.23,1.0,3,anomaly
211,dog,toy,0.49,3.57,160.3,38.7,98.8,1.963,438,1.404,10.27,-0.8,1,active
284,dog,toy,3.42,3.15,145.6,38.35,96.6,1.211,464,1.621,27.44,-1.15,1,active
497,cat,n/a,6.48,5.26,219.3,38.91,97.8,1.366,696,1.481,31.18,-1.09,1,active
182,dog,giant,3.05,71.09,148.7,38.54,97.8,1.063,18,0.078,158.84,-0.96,2,stressed
201,dog,giant,2.89,56.88,76.8,38.57,96.9,1.92,502,2.178,17.02,-0.93,1,active
323,dog,giant,3.54,51.01,59.5,38.35,96.0,0.988,24,0.955,3.69,-1.15,0,resting
248,cat,n/a,2.34,1.5,190.1,39.04,97.0,1.666,450,1.069,10.17,-0.96,1,active
244,dog,large,0.39,27.52,101.5,38.4,97.1,0.984,16,0.966,12.39,-1.1,0,resting
0,cat,n/a,9.34,5.85,174.1,38.74,99.0,1.07,45,0.834,-0.61,-1.26,0,resting
84,dog,small,6.66,5.31,148.1,38.63,96.5,1.748,570,1.42,36.71,-0.87,1,active
27,cat,n/a,1.26,6.07,159.9,39.11,96.4,1.014,0,1.214,-5.47,-0.89,0,resting
321,cat,n/a,2.27,4.38,169.9,38.81,96.8,1.008,19,0.904,-1.75,-1.19,0,resting
272,dog,medium,1.61,16.69,94.6,38.6,89.4,0.956,26,0.481,9.62,-0.9,3,anomaly
289,cat,n/a,2.63,3.49,179.0,38.27,98.3,1.006,0,0.777,-1.94,-1.73,0,resting
479,cat,n/a,0.96,5.08,176.4,38.72,97.0,1.01,0,0.835,-2.67,-1.28,0,resting
262,dog,medium,0.26,21.51,122.0,39.06,99.6,1.674,224,1.843,29.96,-0.44,1,active
307,dog,toy,5.15,2.36,160.5,38.71,87.5,0.949,57,0.449,22.82,-0.79,3,anomaly
426,dog,large,0.45,44.14,121.3,38.68,96.4,1.325,632,1.388,41.98,-0.82,1,active
397,dog,large,3.96,26.0,94.8,38.78,95.7,1.861,604,1.769,21.27,-0.72,1,active
298,dog,large,4.58,35.04,83.3,38.45,97.0,1.044,14,1.013,9.81,-1.05,0,resting
158,dog,large,0.35,38.77,106.2,40.45,96.9,1.123,24,0.196,12.83,0.95,3,anomaly
6,dog,small,1.71,10.23,144.7,38.67,97.7,2.077,623,1.743,19.61,-0.83,1,active
310,cat,n/a,0.5,5.89,174.3,38.8,97.5,0.972,19,1.106,-5.46,-1.2,0,resting
97,dog,small,7.47,9.46,157.4,38.47,99.3,1.014,8,0.147,49.76,-1.03,2,stressed
146,dog,large,11.44,42.58,108.4,38.21,97.6,1.759,575,1.663,29.4,-0.99,1,active
492,cat,n/a,4.3,7.48,181.5,38.76,97.2,1.103,16,0.765,0.16,-1.24,0,resting
28,cat,n/a,1.15,4.56,200.9,39.23,96.4,1.181,677,1.603,20.12,-0.77,1,active
333,dog,small,6.82,9.56,128.2,38.49,98.2,0.976,576,1.102,27.39,-1.01,1,active
62,dog,giant,5.41,63.03,78.4,38.24,96.6,1.024,22,0.795,2.82,-1.26,0,resting
404,dog,giant,0.65,60.8,85.2,38.64,95.7,1.007,0,1.143,11.27,-0.86,0,resting
193,dog,large,6.9,26.8,162.5,38.73,98.1,1.04,18,0.086,106.18,-0.77,2,stressed
362,cat,n/a,5.55,3.2,172.2,39.08,97.3,1.029,30,0.891,-2.65,-0.92,0,resting
328,dog,medium,1.33,30.84,87.1,38.53,96.8,1.026,45,1.356,-0.67,-0.97,0,resting
98,dog,large,4.65,42.2,55.0,38.6,97.7,1.009,0,0.962,-14.82,-0.9,0,resting
376,dog,giant,0.83,73.19,153.9,38.83,95.3,0.969,1,0.212,77.66,-0.67,2,stressed
59,dog,large,0.15,26.99,113.7,39.16,97.7,1.641,629,1.963,29.42,-0.34,1,active
200,dog,medium,0.33,19.18,138.5,39.23,96.4,1.437,475,1.678,17.93,-0.27,1,active
177,dog,small,0.37,7.34,128.8,38.6,97.2,1.041,22,1.018,5.5,-0.9,0,resting
412,dog,small,3.49,9.21,166.6,40.25,95.4,1.054,0,0.757,63.7,0.75,3,anomaly
46,cat,n/a,2.87,5.28,169.2,38.97,97.5,1.019,24,0.862,-2.55,-1.03,0,resting
392,dog,medium,0.42,22.07,157.0,39.26,96.8,1.03,25,0.407,53.1,-0.24,2,stressed
9,cat,n/a,5.22,3.27,181.0,38.76,98.8,0.975,22,0.714,-5.5,-1.24,0,resting
227,dog,medium,7.48,16.74,118.6,40.9,97.0,1.067,14,0.4,15.1,1.4,3,anomaly
437,dog,giant,5.45,60.09,111.8,38.79,97.0,1.296,477,1.799,67.31,-0.71,1,active
95,dog,giant,0.45,62.02,108.4,38.67,97.2,1.272,502,1.33,39.66,-0.83,1,active
382,dog,giant,3.98,63.3,148.6,40.05,95.4,1.01,42,0.506,150.78,0.55,3,anomaly
88,dog,giant,7.12,52.0,58.9,38.53,96.5,1.003,24,0.928,0.63,-0.97,0,resting
95,dog,giant,0.45,62.02,89.0,38.71,96.8,1.05,11,1.205,14.65,-0.79,0,resting
166,cat,n/a,5.03,6.54,182.7,38.6,97.3,1.034,0,0.855,-4.67,-1.4,0,resting
466,dog,giant,1.39,73.01,161.8,38.62,98.4,1.018,9,0.51,118.03,-0.88,2,stressed
324,cat,n/a,5.26,3.54,170.0,38.72,97.6,1.019,22,1.429,0.24,-1.28,0,resting
438,dog,giant,0.86,57.39,74.8,38.46,96.9,1.037,0,0.795,-10.43,-1.04,0,resting
338,dog,giant,1.37,57.95,63.5,40.65,97.3,1.027,2,0.609,7.67,1.15,3,anomaly
181,cat,n/a,1.8,2.94,244.6,38.71,97.4,0.975,23,0.574,53.26,-1.29,3,anomaly
443,dog,small,10.97,8.37,106.4,38.58,96.5,1.024,27,0.748,4.93,-0.62,0,resting
198,cat,n/a,5.18,6.37,260.0,38.54,100.0,1.011,18,0.436,62.5,-1.46,3,anomaly
324,cat,n/a,5.26,3.54,163.5,38.88,97.8,1.05,33,0.808,-3.59,-1.12,0,resting
179,cat,n/a,3.44,3.86,223.3,39.01,98.0,1.877,486,1.559,28.31,-0.99,1,active
321,cat,n/a,2.27,4.38,205.8,39.27,97.4,1.443,658,1.223,19.0,-0.73,1,active
146,dog,large,11.44,42.58,89.1,38.39,98.5,1.009,16,1.216,6.37,-0.81,0,resting
119,dog,medium,3.02,15.68,154.6,39.76,93.8,1.036,22,0.784,90.47,0.26,3,anomaly
22,cat,n/a,9.14,4.87,208.2,38.89,96.2,0.995,14,0.318,29.04,-1.11,2,stressed
347,dog,toy,0.93,3.71,160.9,38.82,94.2,1.02,15,0.059,-2.87,-0.68,2,stressed
464,dog,small,1.41,14.34,141.0,38.72,97.1,1.853,607,1.466,37.11,-0.78,1,active
13,cat,n/a,0.49,2.81,213.5,39.07,96.3,1.167,455,1.547,23.91,-0.93,1,active
49,dog,small,0.74,7.41,139.4,38.71,95.3,1.383,670,1.514,-8.2,-0.79,1,active
333,dog,small,6.82,9.56,102.4,38.35,98.1,0.965,14,0.974,1.8,-1.15,0,resting
30,dog,giant,8.1,69.41,139.2,39.6,94.4,1.057,16,0.199,96.64,0.1,3,anomaly
192,cat,n/a,2.58,5.61,202.2,38.84,91.0,1.029,30,0.518,27.94,-1.16,3,anomaly
421,dog,small,3.75,7.25,125.5,38.71,96.5,1.547,473,1.782,0.61,-0.79,1,active
300,cat,n/a,6.03,3.69,240.2,40.77,93.3,1.045,33,1.235,52.71,0.77,3,anomaly
262,dog,medium,0.26,21.51,92.7,38.49,96.3,1.035,27,0.895,-1.19,-1.01,0,resting
90,dog,medium,1.0,24.26,133.1,38.77,98.3,1.48,724,1.585,16.79,-0.73,1,active
42,dog,small,1.33,11.28,172.2,38.71,97.9,0.964,14,0.437,35.26,-0.79,2,stressed
28,cat,n/a,1.15,4.56,209.3,39.21,96.7,1.043,701,1.671,25.19,-0.79,1,active
155,cat,n/a,2.55,8.84,219.0,39.26,97.3,2.263,482,1.364,27.99,-0.74,1,active
460,dog,small,9.92,7.23,101.5,38.77,95.4,2.059,638,1.314,15.93,-0.73,1,active
440,dog,medium,2.89,15.21,91.8,38.54,98.7,1.008,0,0.937,-0.42,-0.96,0,resting
66,cat,n/a,0.15,3.26,228.3,38.81,90.6,1.111,5,0.665,15.0,-1.19,3,anomaly
371,cat,n/a,2.38,2.8,198.5,39.2,96.7,1.757,911,1.577,20.86,-0.8,1,active
32,dog,small,7.54,8.19,151.3,38.82,98.0,0.964,6,0.755,35.51,-0.68,2,stressed
405,dog,large,0.56,30.24,80.6,38.62,100.0,1.037,41,1.038,2.43,-0.88,0,resting
311,cat,n/a,1.97,6.09,139.3,38.85,96.0,1.026,31,1.045,-7.33,-1.15,0,resting
172,dog,toy,2.26,2.43,123.3,41.24,95.6,1.037,28,0.186,8.33,1.74,3,anomaly
298,dog,large,4.58,35.04,93.4,38.93,100.0,1.441,687,1.274,23.1,-0.57,1,active
351,dog,medium,2.89,19.92,81.4,38.44,96.7,1.065,24,0.944,-3.86,-1.06,0,resting
235,dog,medium,1.96,17.01,173.6,38.65,95.6,1.067,25,0.164,104.01,-0.85,2,stressed
53,dog,small,18.0,6.66,120.8,40.13,97.6,1.055,36,0.538,12.6,0.93,3,anomaly
454,dog,medium,1.45,10.03,174.6,38.78,99.6,1.054,20,0.351,78.19,-0.72,2,stressed
332,cat,n/a,3.16,5.47,160.3,38.68,97.9,0.973,6,1.114,-2.22,-1.32,0,resting
125,dog,toy,7.9,2.03,118.3,38.53,99.1,1.007,25,1.275,-2.06,-0.97,0,resting
399,dog,large,1.6,42.85,57.1,38.37,97.9,1.027,23,0.967,-4.48,-1.13,0,resting
40,dog,small,4.42,8.16,127.0,39.02,97.1,1.621,765,2.298,-1.43,-0.48,1,active
242,cat,n/a,2.37,8.21,215.9,39.19,96.5,1.392,721,1.793,21.91,-0.81,1,active
8,dog,large,3.83,39.36,66.7,38.25,98.3,1.014,32,0.91,-10.69,-1.25,0,resting
3,dog,medium,1.22,19.77,191.9,38.54,95.2,1.035,24,0.709,156.3,-0.96,3,anomaly
212,dog,giant,3.66,74.17,70.0,38.56,97.5,0.956,8,0.752,-4.8,-0.94,0,resting
419,dog,giant,0.63,74.6,79.7,38.49,96.4,1.014,2,0.902,1.05,-1.01,0,resting
279,cat,n/a,1.0,1.5,191.3,38.84,98.6,1.009,2,1.09,0.3,-1.16,0,resting
8,dog,large,3.83,39.36,71.4,38.68,98.1,1.016,0,1.037,-4.4,-0.82,0,resting
121,cat,n/a,13.17,2.33,160.0,38.85,97.6,0.999,13,0.775,-6.66,-0.85,0,resting
239,dog,large,1.11,36.88,54.5,38.36,97.7,1.053,4,1.287,-13.82,-1.14,0,resting
346,dog,large,3.58,37.72,154.5,38.76,95.9,0.974,15,0.254,125.8,-0.74,2,stressed
264,cat,n/a,1.34,7.01,223.0,39.08,98.6,1.538,481,1.095,22.03,-0.92,1,active
137,dog,large,2.62,45.23,96.9,38.6,97.0,0.976,31,1.111,9.42,-0.9,0,resting
213,cat,n/a,0.62,2.71,151.1,39.0,97.8,1.024,13,1.208,-1.53,-1.0,0,resting
272,dog,medium,1.61,16.69,125.5,38.7,96.4,1.474,915,1.659,45.43,-0.8,1,active
48,cat,n/a,1.48,3.29,190.0,39.07,97.2,1.832,658,1.498,-7.2,-0.93,1,active
58,cat,n/a,0.99,9.19,214.7,39.0,95.9,1.635,680,1.505,15.61,-1.0,1,active
396,dog,small,4.76,8.37,148.6,39.09,96.5,1.02,28,0.128,28.99,-0.41,2,stressed
80,dog,toy,1.65,3.65,145.4,38.82,97.9,1.583,483,1.408,12.96,-0.68,1,active
308,cat,n/a,3.62,3.39,221.5,39.1,95.2,1.893,437,1.384,40.03,-0.9,1,active
237,dog,toy,2.03,1.0,131.6,38.51,97.9,1.651,728,1.727,12.69,-0.99,1,active
455,cat,n/a,3.54,2.32,224.3,39.0,96.8,1.281,594,2.013,42.54,-1.0,1,active
95,dog,giant,0.45,62.02,95.2,38.78,95.5,1.246,478,1.988,22.64,-0.72,1,active
48,cat,n/a,1.48,3.29,224.2,39.03,98.5,1.558,548,1.286,9.51,-0.97,1,active
140,cat,n/a,4.48,5.2,204.2,38.87,99.7,1.473,467,1.576,15.95,-1.13,1,active
374,cat,n/a,0.99,4.94,186.0,38.57,96.5,1.035,9,1.165,5.22,-1.43,0,resting
438,dog,giant,0.86,57.39,165.3,38.95,96.4,1.065,18,0.624,97.89,-0.55,2,stressed
153,cat,n/a,1.05,6.11,166.3,38.88,98.5,1.056,16,0.916,-5.19,-1.12,0,resting
19,dog,medium,16.91,23.01,103.2,38.5,96.1,1.756,730,1.561,14.77,-0.7,1,active
200,dog,medium,0.33,19.18,111.8,38.48,97.6,1.007,29,0.996,-4.78,-1.02,0,resting
207,dog,large,0.15,39.32,83.2,38.51,96.1,1.053,7,1.05,-0.53,-0.99,0,resting
487,dog,small,1.25,8.14,134.6,41.28,97.9,1.061,44,0.306,17.4,1.78,3,anomaly
54,cat,n/a,6.6,5.29,236.5,38.79,95.5,1.013,14,0.528,28.6,-1.21,2,stressed
353,cat,n/a,8.86,3.0,136.8,38.91,96.6,0.976,35,1.027,-6.22,-1.09,0,resting
295,dog,giant,2.23,81.34,130.4,39.67,95.3,1.123,26,0.177,101.49,0.17,3,anomaly
